Longitud,Ancho,Altura,RelacionDiametroCarrera,VolumenCilindrada,RelacionComprecionAire,Potencia,RevolucionesMaxMotor,ConsumoCiudad,Precio,ClasificacionRiesgo_intermedio,ClasificacionRiesgo_muy seguro,ClasificacionRiesgo_poco seguro,TipoCombustible_diesel,TipoCombustible_gas,TipoAspiracionMotor_std,TipoAspiracionMotor_turbo,NumPuertas_four,NumPuertas_two,TipoCarroceria_hatchback,TipoCarroceria_otro,TipoCarroceria_sedan,TipoCarroceria_wagon,EjeTraccion_4wd,EjeTraccion_fwd,EjeTraccion_rwd,UbicacionMotor_front,UbicacionMotor_rear,TipoMotor_No ohc,TipoMotor_ohc,NumCilindrosMotor_cuatro,NumCilindrosMotor_mayor a cuatro,NumCilindrosMotor_menor a cuatro,SistemaCombustible_2bbl,SistemaCombustible_mpfi,SistemaCombustible_otro
168.8,64.1,48.8,3.47,2.68,9.0,111,5000,21,13495.0,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
168.8,64.1,48.8,3.47,2.68,9.0,111,5000,21,16500.0,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False
171.2,65.5,52.4,2.68,3.47,9.0,154,5000,19,16500.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False
176.6,66.2,54.3,3.19,3.4,10.0,102,5500,24,13950.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
176.6,66.4,54.3,3.19,3.4,8.0,115,5500,18,17450.0,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
177.3,66.3,53.1,3.19,3.4,8.5,110,5500,19,15250.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
192.7,71.4,55.7,3.19,3.4,8.5,110,5500,19,17710.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
192.7,71.4,55.7,3.19,3.4,8.5,110,5500,19,18920.0,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
192.7,71.4,55.9,3.13,3.4,8.3,140,5500,17,23875.0,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
178.2,67.9,52.0,3.13,3.4,7.0,160,5500,16,17859.167,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
176.8,64.8,54.3,3.5,2.8,8.8,101,5800,23,16430.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False
176.8,64.8,54.3,3.5,2.8,8.8,101,5800,23,16925.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False
176.8,64.8,54.3,3.31,3.19,9.0,121,4250,21,20970.0,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
176.8,64.8,54.3,3.31,3.19,9.0,121,4250,21,21105.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
189.0,66.9,55.7,3.31,3.19,9.0,121,4250,20,24565.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
189.0,66.9,55.7,3.62,3.39,8.0,182,5400,16,30760.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
193.8,67.9,53.7,3.62,3.39,8.0,182,5400,16,41315.0,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
197.0,70.9,56.3,3.62,3.39,8.0,182,5400,15,36880.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
141.1,60.3,53.2,2.91,3.03,9.5,48,5100,47,5151.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
155.9,63.6,52.0,3.03,3.11,9.6,70,5400,38,6295.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
158.8,63.6,52.0,3.03,3.11,9.6,70,5400,38,6575.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
157.3,63.8,50.8,2.97,3.23,9.41,68,5500,37,5572.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
157.3,63.8,50.8,2.97,3.23,9.4,68,5500,31,6377.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
157.3,63.8,50.8,3.03,3.39,7.6,102,5500,24,7957.0,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
157.3,63.8,50.6,2.97,3.23,9.4,68,5500,31,6229.0,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
157.3,63.8,50.6,2.97,3.23,9.4,68,5500,31,6692.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
157.3,63.8,50.6,2.97,3.23,9.4,68,5500,31,7609.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
157.3,63.8,50.6,3.03,3.39,7.6,102,5500,24,8558.0,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
174.6,64.6,59.8,3.34,3.46,8.5,88,5000,24,8921.0,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
173.2,66.3,50.2,3.6,3.9,7.0,145,5000,19,12964.0,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
144.6,63.9,50.8,2.91,3.41,9.6,58,4800,49,6479.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
144.6,63.9,50.8,2.91,3.41,9.2,76,6000,31,6855.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
150.0,64.0,52.6,2.91,3.07,10.1,60,5500,38,5399.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
150.0,64.0,52.6,2.91,3.41,9.2,76,6000,30,6529.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
150.0,64.0,52.6,2.91,3.41,9.2,76,6000,30,7129.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
163.4,64.0,54.5,2.91,3.41,9.2,76,6000,30,7295.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
157.1,63.9,58.3,2.92,3.41,9.2,76,6000,30,7295.0,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
167.5,65.2,53.3,3.15,3.58,9.0,86,5800,27,7895.0,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
167.5,65.2,53.3,3.15,3.58,9.0,86,5800,27,9095.0,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
175.4,65.2,54.1,3.15,3.58,9.0,86,5800,27,8845.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
175.4,62.5,54.1,3.15,3.58,9.0,86,5800,27,10295.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
175.4,65.2,54.1,3.15,3.58,9.0,101,5800,24,12945.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
169.1,66.0,51.0,3.15,3.58,9.1,100,5500,25,10345.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
170.7,61.8,53.5,3.31,3.23,8.5,78,4800,24,6785.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False
155.9,63.6,52.0,3.03,3.11,9.6,70,5400,38,8916.5,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
155.9,63.6,52.0,3.03,3.11,9.6,70,5400,38,8916.5,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
172.6,65.2,51.4,3.43,3.23,9.2,90,5000,24,11048.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True
199.6,69.6,52.8,3.63,4.17,8.1,176,4750,15,32250.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
199.6,69.6,52.8,3.63,4.17,8.1,176,4750,15,35550.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
191.7,70.6,47.8,3.54,2.76,11.5,262,5000,13,36000.0,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
159.1,64.2,54.1,3.03,3.15,9.0,68,5000,30,5195.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
159.1,64.2,54.1,3.03,3.15,9.0,68,5000,31,6095.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
159.1,64.2,54.1,3.03,3.15,9.0,68,5000,31,6795.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
166.8,64.2,54.1,3.03,3.15,9.0,68,5000,31,6695.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
166.8,64.2,54.1,3.08,3.15,9.0,68,5000,31,7395.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
169.0,65.7,49.6,3.33,3.255,9.4,101,6000,17,10945.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True
169.0,65.7,49.6,3.33,3.255,9.4,101,6000,17,11845.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True
169.0,65.7,49.6,3.33,3.255,9.4,101,6000,17,13645.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True
169.0,65.7,49.6,3.33,3.255,9.4,135,6000,16,15645.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False
177.8,66.5,53.7,3.39,3.39,8.6,84,4800,26,8845.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
177.8,66.5,55.5,3.39,3.39,8.6,84,4800,26,8495.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
177.8,66.5,53.7,3.39,3.39,8.6,84,4800,26,10595.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
177.8,66.5,55.5,3.39,3.39,8.6,84,4800,26,10245.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
177.8,66.5,55.5,3.39,3.39,22.7,64,4650,36,10795.0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
177.8,66.5,55.5,3.39,3.39,8.6,84,4800,26,11245.0,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
175.0,66.1,54.4,3.76,3.16,8.0,120,5000,19,18280.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False
175.0,66.1,54.4,3.43,3.64,22.0,72,4200,31,18344.0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True
190.9,70.3,56.5,3.58,3.64,21.5,123,4350,22,25552.0,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True
190.9,70.3,58.7,3.58,3.64,21.5,123,4350,22,28248.0,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True
187.5,70.3,54.9,3.58,3.64,21.5,123,4350,22,28176.0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True
202.6,71.7,56.3,3.58,3.64,21.5,123,4350,22,31600.0,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True
202.6,71.7,56.5,3.46,3.1,8.3,155,4750,16,34184.0,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
180.3,70.5,50.8,3.46,3.1,8.3,155,4750,16,35056.0,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False
208.1,71.7,56.7,3.8,3.35,8.0,184,4500,14,40960.0,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
199.2,72.0,55.4,3.8,3.35,8.0,184,4500,14,45400.0,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False
178.4,68.0,54.8,3.78,3.12,8.0,175,5000,19,16503.0,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False
157.3,64.4,50.8,2.97,3.23,9.4,68,5500,37,5389.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
157.3,64.4,50.8,2.97,3.23,9.4,68,5500,31,6189.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
157.3,64.4,50.8,2.97,3.23,9.4,68,5500,31,6669.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
157.3,63.8,50.8,3.03,3.39,7.6,102,5500,24,7689.0,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
173.0,65.4,49.4,3.17,3.46,7.5,116,5500,23,9959.0,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
173.0,65.4,49.4,3.35,3.46,8.5,88,5000,25,8499.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
173.2,66.3,50.2,3.58,3.86,7.0,145,5000,19,12629.0,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
173.2,66.3,50.2,3.59,3.86,7.0,145,5000,19,14869.0,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
173.2,66.3,50.2,3.59,3.86,7.0,145,5000,19,14489.0,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
172.4,65.4,51.6,3.35,3.46,8.5,88,5000,25,6989.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
172.4,65.4,51.6,3.35,3.46,8.5,88,5000,25,8189.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
172.4,65.4,51.6,3.17,3.46,7.5,116,5500,23,9279.0,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
172.4,65.4,51.6,3.17,3.46,7.5,116,5500,23,9279.0,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
165.3,63.8,54.5,3.15,3.29,9.4,69,5200,31,5499.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
165.3,63.8,54.5,2.99,3.47,21.9,55,4800,45,7099.0,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True
165.3,63.8,54.5,3.15,3.29,9.4,69,5200,31,6649.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
165.3,63.8,54.5,3.15,3.29,9.4,69,5200,31,6849.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
170.2,63.8,53.5,3.15,3.29,9.4,69,5200,31,7349.0,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
165.3,63.8,54.5,3.15,3.29,9.4,69,5200,31,7299.0,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
165.6,63.8,53.3,3.15,3.29,9.4,69,5200,31,7799.0,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
165.3,63.8,54.5,3.15,3.29,9.4,69,5200,31,7499.0,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False
170.2,63.8,53.5,3.15,3.29,9.4,69,5200,31,7999.0,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
162.4,63.8,53.3,3.15,3.29,9.4,69,5200,31,8249.0,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
173.4,65.2,54.7,3.33,3.47,8.5,97,5200,27,8949.0,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
